#A:alice B:bob 
#auth:NB2,['A', 'B']
#NB2:[[1, 'X2'], [2, 'X7'], [3, 'X12'], [4, 'X17'], [5, 'X22'], [6, 'X27'], [7, 'X32'], [8, 'X37'], [9, 'X42'], [10, 'X47']]
#timestamp,session,step,active_part,passive_part,action,msg_content,msg_type
19:19:00:240,7,0,bob,-,inv_check,X31,anbxj.Crypto_ByteArray.toString
19:19:00:241,7,0,bob,-,eq_check,alice,java.lang.String.toString
19:19:00:241,7,1,bob,-,generateNumber,X32,anbxj.Crypto_ByteArray
19:19:00:253,7,1,bob,-,generateNumber,X33,anbxj.Crypto_ByteArray
19:19:00:265,7,1,bob,-,AnBx_Params,X34;X33,anbxj.AnBx_Params
19:19:00:267,7,1,bob,alice,sent,X34;X33,javax.crypto.SealedObject
19:19:00:310,7,1,alice,bob,received,X34;X33,javax.crypto.SealedObject
19:19:00:317,7,1,alice,-,eq_check,X34,anbxj.Crypto_ByteArray.toString
19:19:00:319,7,2,alice,bob,sent,@28dcca0c,javax.crypto.SealedObject
19:19:00:363,7,2,bob,alice,received,@28dcca0c,javax.crypto.SealedObject
19:19:00:364,7,2,bob,-,eq_check,X35,anbxj.Crypto_ByteArray.toString
19:19:00:365,7,3,bob,alice,sent,@53fb3dab,javax.crypto.SealedObject
19:19:00:410,7,3,alice,bob,received,@53fb3dab,javax.crypto.SealedObject
19:19:00:410,7,3,alice,-,inv_check,X33,anbxj.Crypto_ByteArray.toString
19:19:00:412,7,3,alice,-,inv_check,X32,anbxj.Crypto_ByteArray.toString
19:19:00:413,8,0,alice,-,generateNumber,X36,anbxj.Crypto_ByteArray
19:19:00:426,8,0,alice,-,AnBx_Params,X1;X36,anbxj.AnBx_Params
19:19:00:431,8,0,alice,-,AnBx_Params,alice;X1;X36,anbxj.AnBx_Params
19:19:00:435,8,0,alice,bob,sent,alice;X1;X36,javax.crypto.SealedObject
19:19:00:481,8,0,bob,alice,received,alice;X1;X36,javax.crypto.SealedObject
